recurso;sistema;manual;ramo_ser;recurso_catalogo;pareamento;secao;tipo;texto_original;idade_min;idade_max;sexo;pergunta;documento;fonte
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;"Cistos da região bucal;";;;;"Cistos da região bucal;";;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;"Halitose;";;;;"Halitose;";;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;"Hiperplasia irritativa da mucosa oral;";;;;"Hiperplasia irritativa da mucosa oral;";;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;"Leucoplasia e outras afecções do epitélio oral;";;;;"Leucoplasia e outras afecções do epitélio oral;";;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;Xerostomia, queimação e ardência bucal;;;;Xerostomia, queimação e ardência bucal;;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - ESTOMATOLOGIA;SER;CRECE;AmbulatorioEstadual;CONSULTA EM ODONTOLOGIA - ESTOMATOLOGIA;composto;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.48
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento com a descrição do caso e o resultado do Teste realizado pelo Fonoaudiólogo, Pediatra ou Cirurgião-Dentista;;;;;Inserir no SER o encaminhamento com a descrição do caso e o resultado do Teste realizado pelo Fonoaudiólogo, Pediatra ou Cirurgião-Dentista;CRECE p.49
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes, com até 3 meses de idade, que apresentam diagnóstico de anguiloglossia com dificuldade na amamentação;;;;Pacientes, com até 3 meses de idade, que apresentam diagnóstico de anguiloglossia com dificuldade na amamentação;;CRECE p.49
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.49
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
ODONTOLOGIA - FRENECTOMIA LINGUAL;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;"Inserir no SER Pacientes com solicitação/pedido, assinado pelo Cirurgião-Dentista, de Radiografia Panorâmica de face; devendo conter no pedido a região a ser pesquisada e a finalidade do exame";;;;;"Inserir no SER Pacientes com solicitação/pedido, assinado pelo Cirurgião-Dentista, de Radiografia Panorâmica de face; devendo conter no pedido a região a ser pesquisada e a finalidade do exame";CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Paciente deve apresentar o pedido no dia;;;;;Paciente deve apresentar o pedido no dia;CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
ODONTOLOGIA - OUTRAS ESPECIALIDADES (GRUPO/RADIOGRAFIA PANORÂMICA);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.49
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;;;;;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores de comprometimento neurológico, como;;;;Pacientes portadores de comprometimento neurológico, como;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Deficiência mental;";;;;"Pacientes portadores de comprometimento neurológico, como: Deficiência mental;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Esquizofrênica;";;;;"Pacientes portadores de comprometimento neurológico, como: Esquizofrênica;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Transtorno psicótico e neuróptico;";;;;"Pacientes portadores de comprometimento neurológico, como: Transtorno psicótico e neuróptico;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Transtorno bipolar, depressivo, fobia, pânico;";;;;"Pacientes portadores de comprometimento neurológico, como: Transtorno bipolar, depressivo, fobia, pânico;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Hiperatividade;";;;;"Pacientes portadores de comprometimento neurológico, como: Hiperatividade;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Paralisia cerebral;";;;;"Pacientes portadores de comprometimento neurológico, como: Paralisia cerebral;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Síndrome de Down, West, Rett;";;;;"Pacientes portadores de comprometimento neurológico, como: Síndrome de Down, West, Rett;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Epidermólise bolhose;";;;;"Pacientes portadores de comprometimento neurológico, como: Epidermólise bolhose;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Eplepsia;";;;;"Pacientes portadores de comprometimento neurológico, como: Eplepsia;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Parkinson;";;;;"Pacientes portadores de comprometimento neurológico, como: Parkinson;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Alzheimer;";;;;"Pacientes portadores de comprometimento neurológico, como: Alzheimer;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Microcefalia;";;;;"Pacientes portadores de comprometimento neurológico, como: Microcefalia;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Hidrocefalia;";;;;"Pacientes portadores de comprometimento neurológico, como: Hidrocefalia;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de comprometimento neurológico, como: Encefalopatia;";;;;"Pacientes portadores de comprometimento neurológico, como: Encefalopatia;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores de comprometimento neurológico, como: Síndrome Congênita do Zika Vírus;;;;Pacientes portadores de comprometimento neurológico, como: Síndrome Congênita do Zika Vírus;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE COMPROMETIMENTO NEUROLÓGICO;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;;;;;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores de necessidades especiais, como;;;;Pacientes portadores de necessidades especiais, como;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Pacientes com doenças sistêmicas;";;;;"Pacientes portadores de necessidades especiais, como: Pacientes com doenças sistêmicas;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Cardiopatias;";;;;"Pacientes portadores de necessidades especiais, como: Cardiopatias;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Doenças pulmonares crônicas;";;;;"Pacientes portadores de necessidades especiais, como: Doenças pulmonares crônicas;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Nefropatias;";;;;"Pacientes portadores de necessidades especiais, como: Nefropatias;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Doenças reumatológicas;";;;;"Pacientes portadores de necessidades especiais, como: Doenças reumatológicas;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Antecedente de acidente vascular cerebral há menos de 6 meses;";;;;"Pacientes portadores de necessidades especiais, como: Antecedente de acidente vascular cerebral há menos de 6 meses;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Insuficiência hepática/renal;";;;;"Pacientes portadores de necessidades especiais, como: Insuficiência hepática/renal;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Transplantados;";;;;"Pacientes portadores de necessidades especiais, como: Transplantados;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Irradiados de cabeça e pescoço e/ou complicação de quimioterapia;";;;;"Pacientes portadores de necessidades especiais, como: Irradiados de cabeça e pescoço e/ou complicação de quimioterapia;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Problemas hematológicos;";;;;"Pacientes portadores de necessidades especiais, como: Problemas hematológicos;";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes portadores de necessidades especiais, como: Transtornos alimentares (anorexia – bulimia);";;;;"Pacientes portadores de necessidades especiais, como: Transtornos alimentares (anorexia – bulimia);";;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes portadores de necessidades especiais, como: Transtorno por uso de drogas;;;;Pacientes portadores de necessidades especiais, como: Transtorno por uso de drogas;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.48
ODONTOLOGIA - PACIENTES PORTADORES DE NECESSIDADES ESPECIAIS;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.48
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Recursos Requisitos necessários CIRURGIA BUCOMAXILOFACIAL (Traumas, fraturas, reconstruções, cistos e tumores);;;;Recursos Requisitos necessários CIRURGIA BUCOMAXILOFACIAL (Traumas, fraturas, reconstruções, cistos e tumores);;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;;;;;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam determinadas necessidades cirúrgicas;;;;Pacientes que apresentam determinadas necessidades cirúrgicas;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes que apresentam determinadas necessidades cirúrgicas: Traumatologia complexa maxilofacial para tratamento de traumas e fraturas através da reconstrução dos ossos da face;";;;;"Pacientes que apresentam determinadas necessidades cirúrgicas: Traumatologia complexa maxilofacial para tratamento de traumas e fraturas através da reconstrução dos ossos da face;";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgia para patologias dos maxilares para tratamento de cistos e tumores diagnosticados e com indicação cirúrgica;";;;;"Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgia para patologias dos maxilares para tratamento de cistos e tumores diagnosticados e com indicação cirúrgica;";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgias reconstrutivas com utilização de enxertos autógenos e placas de reconstrução;";;;;"Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgias reconstrutivas com utilização de enxertos autógenos e placas de reconstrução;";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes que apresentam determinadas necessidades cirúrgicas: Tratamento de sequelas em geral (Trauma, tumores, deformidades);";;;;"Pacientes que apresentam determinadas necessidades cirúrgicas: Tratamento de sequelas em geral (Trauma, tumores, deformidades);";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Pacientes que apresentam determinadas necessidades cirúrgicas: Tratamento de infecção oral e maxilofacial severa;";;;;"Pacientes que apresentam determinadas necessidades cirúrgicas: Tratamento de infecção oral e maxilofacial severa;";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgia pré-protética avançada;;;;Pacientes que apresentam determinadas necessidades cirúrgicas: Cirurgia pré-protética avançada;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento. CIRURGIA BUCOMAXILOFACIAL (Cirurgia da ATM);;;;de cada prestador e faixa etária para atendimento. CIRURGIA BUCOMAXILOFACIAL (Cirurgia da ATM);;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;;;;;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam determinadas necessidades cirúrgicas na Articulação Temporomandibular (ATM);;;;Pacientes que apresentam determinadas necessidades cirúrgicas na Articulação Temporomandibular (ATM);;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;"Neuropatias Orofaciais;";;;;"Neuropatias Orofaciais;";;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Reconstrução protética total da ATM;;;;Reconstrução protética total da ATM;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento. CIRURGIA ORTOGNÁTICA (Cirurgia da ATM);;;;de cada prestador e faixa etária para atendimento. CIRURGIA ORTOGNÁTICA (Cirurgia da ATM);;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;;;;;Inserir no SER o encaminhamento do Cirurgião-Dentista com a descrição clara e detalhada do caso e exames radiográficos anteriores;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Pacientes que apresentam alterações congênitas de crescimento facial com necessidade de tratamento cirúrgico de deformidades maxilofaciais;;;;Pacientes que apresentam alterações congênitas de crescimento facial com necessidade de tratamento cirúrgico de deformidades maxilofaciais;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.46
ODONTOLOGIA - RECONSTRUTORA;SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;de cada prestador e faixa etária para atendimento;;;;de cada prestador e faixa etária para atendimento;;CRECE p.46
ODONTOLOGIA - TOMOGRAFIA COMPUTADORIZADA CONE BEAN (MEDICINA NUCLEAR);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;"Inserir no SER Pacientes com solicitação/pedido, assinado pelo Cirurgião-Dentista, de Tomografia Computadorizada; devendo conter no pedido a região a ser pesquisada e a finalidade do exame";;;;;"Inserir no SER Pacientes com solicitação/pedido, assinado pelo Cirurgião-Dentista, de Tomografia Computadorizada; devendo conter no pedido a região a ser pesquisada e a finalidade do exame";CRECE p.49
ODONTOLOGIA - TOMOGRAFIA COMPUTADORIZADA CONE BEAN (MEDICINA NUCLEAR);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;Documental;Paciente deve apresentar o pedido no dia do exame;;;;;Paciente deve apresentar o pedido no dia do exame;CRECE p.49
ODONTOLOGIA - TOMOGRAFIA COMPUTADORIZADA CONE BEAN (MEDICINA NUCLEAR);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
ODONTOLOGIA - TOMOGRAFIA COMPUTADORIZADA CONE BEAN (MEDICINA NUCLEAR);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;inclusao;NaoDedutivel;do paciente de acordo com cada prestador;;;;do paciente de acordo com cada prestador;;CRECE p.49
ODONTOLOGIA - TOMOGRAFIA COMPUTADORIZADA CONE BEAN (MEDICINA NUCLEAR);SER;CRECE;AmbulatorioEstadual;;SEM_PAR;exclusao;NaoDedutivel;Observar os;;;;Observar os;;CRECE p.49
